Reference Number,Title of referral,Notification from EPBC Act,Date of notice,PDF Attachments,Non PDF Attachments,Download,Download Folder,PDFs Combined
2010/5741,VicRoads/Transport - Land/Between Old Shirley Road Beaufort & Heath Street Ararat/Victoria/Western Highway Project: Beaufort to Ararat,Notification of Variation to Approval,13/01/2021,Yes,No,Success,20105741_13012021_v_novta,Yes
2013/6885,"ADANI MINING PTY LTD/Transport - Land/from proposed Carmichael Mine to Port of Abbot Point/Queensland/North Galilee Basin Rail Project, Qld",Notification of Variation to Approval,13/01/2021,Yes,No,Success,20136885_13012021_ampl_novta,Yes
2020/8825,"Transport for NSW/Transport - Water/La Perouse and Kurnell on either side of the ocean entrance within Kamay Botany Bay National Park, S/New South Wales/Kamay Ferry Wharves Project",Decision on Assessment Approach: Not Applicable; Bilateral Agreement Applies,12/01/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8848,"Te Ta Pty Ltd/Residential Development/130 Tully Rd, New Beith/Queensland/130 Tully Road, New Beith, Residential Development",Invitation for Public Comment on Referral,12/01/2021,Yes,No,Success,20208848_12012021_ttpl_ifpcor,Yes
2020/8803,"Department of Transport and Main Roads/Transport - Land/between Beerburrum and Nambour, Sunshine Coast LGA/Queensland/Beerburrum to Nambour Rail Upgrade Project the B2N Project",Decision on Assessment Approach: Preliminary Documentation,12/01/2021,Yes,No,Success,20208803_12012021_dotamr_doaapd,Yes
2019/8583,ElectraNet/Energy Generation and Supply (non-renewable)/between Cultana and Port Lincoln/South Australia/Eyre Peninsula Transmission Line,Notification of Publication of Preliminary Documentation: Invitation to Comment,12/01/2021,Yes,No,Success,20198583_12012021_e_nopopditc,Yes
2019/8554,LIGHTSOURCE DEVELOPMENT SERVICES AUSTRALIA PTY LTD/Energy Generation and Supply (renewable)/Lower Wonga/Queensland/Woolooga Solar Farms,Notification of Publication of Final Preliminary Documentation,12/01/2021,Yes,No,Success,20198554_12012021_ldsapl_nopofpd,Yes
2020/8794,"Water Corporation/Water Management and Use/Coastal dune and marine seabed in Beadon Bay, Onslow, Western Australia./Western Australia/Onslow Seawater Desalination Plant Marine Geophysical Investigation",Decision whether action needs approval/Approval Not Required - particular manner,12/01/2021,Yes,No,Success,20208794_12012021_wc_dwanaanrpm,Yes
2020/8803,"Department of Transport and Main Roads/Transport - Land/between Beerburrum and Nambour, Sunshine Coast LGA/Queensland/Beerburrum to Nambour Rail Upgrade Project the B2N Project",Decision whether action needs approval/Approval Required,12/01/2021,Yes,No,Success,20208803_12012021_dotamr_dwanaar,Yes
2020/8825,"Transport for NSW/Transport - Water/La Perouse and Kurnell on either side of the ocean entrance within Kamay Botany Bay National Park, S/New South Wales/Kamay Ferry Wharves Project",Decision whether action needs approval/Approval Required,12/01/2021,Yes,No,Success,20208825_12012021_tfn_dwanaar,Yes
2019/8582,"Major Projects Canberra/Transport - Land/Northbourne Avenue, London Circuit (West) and Commonwealth Avenue/Australian Capital Territory/City to Commonwealth Park Light Rail 2A",Final recommendation report completed,11/01/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8844,"AGL Macquarie Pty Ltd/Energy Generation and Supply (non-renewable)/near Muswellbrook/New South Wales/Liddell Battery, Decoupling and Bayswater Ancillary Works",Decision whether action needs approval/Approval Not Required,8/01/2021,Yes,No,Success,20208844_08012021_ampl_dwanaanr,Yes
2020/8864,Specimen Hill Wind Farm Pty Ltd/Energy Generation and Supply (renewable)/near Biloela/Queensland/Specimen Hill Wind Farm,Invitation for Public Comment on Referral,8/01/2021,Yes,No,Success,20208864_08012021_shwfpl_ifpcor,Yes
2020/8827,"Patane Produce (WA) pty Ltd/Agriculture and Forestry/6 and 8, Old Coast Road/Western Australia/Production horticulture in Lot 6 and Lot 8 Old Coast Road, Myalup",Decision whether action needs approval/Approval Required,7/01/2021,Yes,No,Success,20208827_07012021_ppwpl_dwanaar,Yes
2020/8695,"Kirman Pty Ltd/Residential Development/located at Old Post Office Road, Cattai/New South Wales/Old Post Office Road, Cattai",Decision whether action needs approval/Approval Not Required,7/01/2021,Yes,No,Success,20208695_07012021_kpl_dwanaanr,Yes
2020/8771,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Brereton Road, Gunbower/Victoria/Gunbower National Park Floodplain Restoration Project",Statement of Reasons: Decision under section 75,7/01/2021,Yes,No,Success,20208771_07012021_lmuarwc_sordus7,Yes
2020/8867,"Lotus Creek Wind Farm Pty Ltd/Energy Generation and Supply (renewable)/Croydon, Marlborough Sarina Rd, Lotus Creek/Queensland/Lotus Creek Wind Farm",Invitation for Public Comment on Referral,7/01/2021,Yes,No,Success,20208867_07012021_lcwfpl_ifpcor,Yes
2020/8849,"Lendlease Communities (Shoreline) Pty Ltd/Waste Management (sewerage)/Longland Road to Serpentine Creek Road, Redland Bay/Queensland/Southern Redland Bay Wastewater Treatment Plant",Invitation for Public Comment on Referral,7/01/2021,Yes,No,Success,20208849_07012021_lcspl_ifpcor,Yes
2020/8866,"MONTAGUE VY NO1 PTY LTD/Agriculture and Forestry/Tom Cullity Drive, Wilyabrup/Western Australia/Lot 32 Tom Cullity Drive, Wilyabrup",Invitation for Public Comment on Referral,7/01/2021,Yes,No,Success,20208866_07012021_mvnpl_ifpcor,Yes
2020/8838,"Viva Energy Gas Australia Pty Ltd/Energy Generation and Supply (non-renewable)/Corio Bay, Port of Geelong/Victoria/Viva Energy Gas Terminal Project",Suspension of Referral Decision Timeframe Period,7/01/2021,Yes,No,Success,20208838_07012021_vegapl_sordtp,Yes
2020/8839,"Qube (on behalf of SIMTA)/Transport - Land/Moorebank Avenue, Moorebank, NSW, 2170, Australia/New South Wales/Moorebank Avenue Realignment",Invitation for Public Comment on Referral,6/01/2021,Yes,No,Success,20208839_06012021_qobos_ifpcor,Yes
2020/8871,Cleary Bros/Mining/Croom/New South Wales/Albion Park Quarry Extraction Area Stage 7 Extension,Invitation for Public Comment on Referral,6/01/2021,Yes,No,Success,20208871_06012021_cb_ifpcor,Yes
2020/8843,"Mannum Stage 2 Subco Pty Ltd/Energy Generation and Supply (renewable)/135 Mannum Rd, Mannum/South Australia/Mannum Stage 2 Solar Farm",Decision whether action needs approval/Approval Not Required,6/01/2021,Yes,No,Success,20208843_06012021_ms2spl_dwanaanr,Yes
2020/8662,"Port Arthur Historic Site Management Authority/Tourism and Recreation/16 Degraves and 23 Syme St, South Hobart/Tasmania/Cascades Female Factory History and Interpretation Centre",Decision on approval of action: Approved with conditions,6/01/2021,Yes,No,Success,20208662_06012021_pahsma_doaoaawc,Yes
2020/8690,"Peet No 121 Pty LIMITED/Residential Development/Shire of Murray, 20 km south of Mandurah, 8 km west of Pinjarra/Western Australia/Nirimba Rural Residential Development",Notification of Proposal Withdrawn,5/01/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8840,"Uluru Lodge Walk Pty Ltd/Tourism and Recreation/1680 Uluru Rd, Petermann, Uluru (Ayers Rock) Kata Tjuta National Park/Northern Territory/Uluru Lodge Walk ULW",Decision on Assessment Approach: Preliminary Documentation,5/01/2021,Yes,No,Success,20208840_05012021_ulwpl_doaapd,Yes
2020/8850,OMPS Pty Ltd/Energy Generation and Supply (renewable)/Armidale Road between Armidale and Kempsey/New South Wales/Oven Mountain Pumped Hydro Energy Storage Project,Suspension of Referral Decision Timeframe Period,5/01/2021,Yes,No,Success,20208850_05012021_opl_sordtp,Yes
2020/8844,"AGL Macquarie Pty Ltd/Energy Generation and Supply (non-renewable)/near Muswellbrook/New South Wales/Liddell Battery, Decoupling and Bayswater Ancillary Works",Suspension of Referral Decision Timeframe Period,5/01/2021,Yes,No,Success,20208844_05012021_ampl_sordtp,Yes
2020/8840,"Uluru Lodge Walk Pty Ltd/Tourism and Recreation/1680 Uluru Rd, Petermann, Uluru (Ayers Rock) Kata Tjuta National Park/Northern Territory/Uluru Lodge Walk ULW",Decision whether action needs approval/Approval Required,5/01/2021,Yes,No,Success,20208840_05012021_ulwpl_dwanaar,Yes
2020/8860,"Dalrymple Bay Infrastructure Management Pty Ltd (‘DBI Mgt’)/Transport - Water/Hay Point Road, Hay Point, 4740/Queensland/Dalrymple Bay Terminal 8X Project",Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208860_04012021_dbimpl‘m_ifpcor,No
2010/5459,Linking Melbourne Authority/Transport - land/Between East of Maribyrnong River & Western Ring Road /VIC/WestLink Freeway Standard Road LinkNotice,Notification to Lapse,4/01/2021,Yes,No,Success,20105459_04012021_lma_ntl,Yes
2020/8855,"Australian Broadcasting Corporation/Commonwealth/2 Lanceley Pl, Artarmon/New South Wales/ABC Proposed Sale of Property Commonwealth Land",Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208855_04012021_abc_ifpcor,Yes
2020/8827,"Patane Produce (WA) pty Ltd/Agriculture and Forestry/6 and 8, Old Coast Road/Western Australia/Production horticulture in Lot 6 and Lot 8 Old Coast Road, Myalup",Notification of Variation to Proposal,4/01/2021,Yes,No,Success,20208827_04012021_ppwpl_novtp,Yes
2020/8850,OMPS Pty Ltd/Energy Generation and Supply (renewable)/Armidale Road between Armidale and Kempsey/New South Wales/Oven Mountain Pumped Hydro Energy Storage Project,Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208850_04012021_opl_ifpcor,Yes
2020/8834,"Austral Bricks WA Pty Ltd/Manufacturing/Kiln Rd/Western Australia/Bristile Holdings Pty Ltd, Cardup Brickworks, South of Byford",Decision whether action needs approval/Approval Not Required,4/01/2021,Yes,No,Success,20208834_04012021_abwpl_dwanaanr,Yes
2020/8857,"Wind Projects Australia Project 1 Pty Ltd/Energy Generation and Supply (renewable)/Wombelano, north-west of Melbourne/Victoria/Wombelano Wind Farm",Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208857_04012021_wpap1pl_ifpcor,Yes
2020/8859,New Base Metals Pty Ltd/Mining/50km SE of Broken Hill/New South Wales/Kanbarra preliminary drilling,Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208859_04012021_nbmpl_ifpcor,Yes
2020/8847,"Sydney Harbour Federation Trust/Commonwealth/High Street, Neutural Bay, Sydney/New South Wales/Torpedo Factory Renewal Project",Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208847_04012021_shft_ifpcor,Yes
2020/8865,"Qube Hammond Link Pty Ltd/Residential Development/Hamond Park/Western Australia/Residential Development of Lots 76 and 107 Wattleup Road, Hamond Park",Invitation for Public Comment on Referral,4/01/2021,Yes,No,Success,20208865_04012021_qhlpl_ifpcor,Yes
2020/8645,"EMKC AU Industrial 2 Pty Ltd/Commercial Development/Robinsons Road Employment Area South precinct, Truganina/Victoria/489A Robinsons Road Truganina",Final recommendation report completed,4/01/2021,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8632,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Kulkyne Way, Red Cliffs/Victoria/Hattah Lakes North Floodplain Restoration Project",Decision on Assessment Approach: Not Applicable; Bilateral Agreement Applies,24/12/2020,No,No,Not Applicable,Not Applicable,Not Applicable
2012/6558,Gladstone Ports Corporation Ltd/Transport - Water/Port of Gladstone/Queensland/Port of Gladstone Gatcombe & Golding Cutting Channel Duplication Project,Decision on approval of action: Approved with conditions,24/12/2020,Yes,No,Success,20126558_24122020_gpcl_doaoaawc,Yes
2018/8163,"TM Gold Pty Ltd/Mining/Mary River West pastoral lease (PPL815)/Northern Territory/Spring Hill Gold Project, 200km SE of Darwin, NT",Final recommendation report completed,23/12/2020,No,No,Not Applicable,Not Applicable,Not Applicable
2020/8750,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Murray-Sunset National Park, Wallpolla Island, 3490/Victoria/Wallpolla Island Floodplain Restoration Project",Decision on Assessment Approach: Accredited Assessment Process,23/12/2020,Yes,No,Success,20208750_23122020_lmuarwc_doaaaap,Yes
2020/8695,"Kirman Pty Ltd/Residential Development/located at Old Post Office Road, Cattai/New South Wales/Old Post Office Road, Cattai",Notification of Variation to Proposal,23/12/2020,Yes,No,Success,20208695_23122020_kpl_novtp,Yes
2020/8815,Snowy Monaro Regional Council/Waste Management (sewerage)/Adaminaby/New South Wales/Adaminaby Sewage Treatment Plant Upgrade,Decision whether action needs approval/Approval Not Required,23/12/2020,Yes,No,Success,20208815_23122020_smrc_dwanaanr,Yes
2020/8754,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/located entirely in the Shire of Gannawarra, within the Murray-Darling Basin, River Track, Myall/Victoria/Guttrum and Benwell Floodplain Restoration Project, VIC",Decision on Assessment Approach: Accredited Assessment Process,23/12/2020,Yes,No,Success,20208754_23122020_lmuarwc_doaaaap,Yes
2015/7438,"Hanson Construction Materials Pty Ltd/Mining/Kwinana/Western Australia/Sand Mining 70/915 Banksia Road, Wellard, WA",Statement of Reasons: Decision under section 130 and section 133,23/12/2020,Yes,No,Success,20157438_23122020_hcmpl_sordus1as1,Yes
2017/7950,"Covalent Lithium Pty Ltd/Mining/M77/1080, M77/1065, M77/1066, G77/70, G77/109, G77/110. Refer Section 1.5 of supporting document./Western Australia/Earl Grey Lithium Project",Notification of Variation to Approval,23/12/2020,Yes,No,Success,20177950_23122020_clpl_novta,Yes
2020/8744,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/The project is located on the Belsar-Yungera floodplain complex, near Robinvale/Victoria/Belsar-Yungera Floodplain Restoration Project, VIC",Decision on Assessment Approach: Accredited Assessment Process,23/12/2020,Yes,No,Success,20208744_23122020_lmuarwc_doaaaap,Yes
2017/7993,"Defence Housing Australia/Residential Development/Popplewell Road, Fern Bay/New South Wales/Former Rifle Range Residential Development, Popplewell Road, Fern Bay, NSW",Notification of Publication of Final Preliminary Documentation,23/12/2020,Yes,No,Success,20177993_23122020_dha_nopofpd,Yes
2020/8841,"Sylvanvale Foundation/Residential Development/147 Garnet Road, Kareela/New South Wales/Kareela, Garnet Road Rezoning",Suspension of Referral Decision Timeframe Period,22/12/2020,Yes,No,Success,20208841_22122020_sf_sordtp,Yes
2020/8832,"Melton City Council/Tourism and Recreation/783 Coburns Rd, Toolern Vale/Victoria/MacPherson Park Recreation Reserve, Coburns Road, Harkness",Decision whether action needs approval/Approval Not Required,22/12/2020,Yes,No,Success,20208832_22122020_mcc_dwanaanr,Yes
2020/8831,Charters Towers Regional Council/Water Management and Use/the Burdekin River approximately 26 km north of Charters Towers/Queensland/Big Rocks Weir,Suspension of Referral Decision Timeframe Period,22/12/2020,Yes,No,Success,20208831_22122020_ctrc_sordtp,Yes
2020/8638,"Shire of Kellerberrin/Transport - Land/Baandee North Rd, North Baandee/Western Australia/BAANDEE NORTH ROAD UPGRADE SLK 23 TO SLK 29",Decision whether action needs approval/Approval Not Required,22/12/2020,Yes,No,Success,20208638_22122020_sok_dwanaanr,Yes
2020/8765,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Murray-Sunset National Park, Old Mail Road, near Mildura/Victoria/Lindsay Island Floodplain Restoration Project, VIC",Decision on Assessment Approach: Accredited Assessment Process,21/12/2020,Yes,No,Success,20208765_21122020_lmuarwc_doaaaap,Yes
2019/8471,"MAIN ROADS/Transport - Land/Road reserve, including existing roads, lots and easements/Western Australia/Bunbury Outer Ring Road Northern and Central Section Project, WA",Decision on approval of action: Approved with conditions,21/12/2020,Yes,No,Success,20198471_21122020_mr_doaoaawc,Yes
2012/6524,"Gold Estates Holdings Pty Ltd/Residential Development/Hammond Park/Western Australia/Lots 13, 14 & 18 Barfield Rd & Lots 48-51 Rowley Rd, Hammond Park",Notification of Variation to Approval,21/12/2020,Yes,No,Success,20126524_21122020_gehpl_novta,Yes
2020/8732,"Western Australian Department of Education/Commercial Development/Lambeth Circle, Wellard/Western Australia/Wellard Village Primary School development, part Lot 9074 Lambeth Circle, Wellard",Notification of Publication of Preliminary Documentation: Invitation to Comment,21/12/2020,Yes,No,Success,20208732_21122020_wadoe_nopopditc,Yes
2019/8520,"Department of Transport/Transport - Water/Port Hedland/Western Australia/Port Hedland Spoilbank Marina, WA",Notification of Publication of Final Preliminary Documentation,18/12/2020,Yes,No,Success,20198520_18122020_dot_nopofpd,Yes
2014/7210,"MCARTHUR RIVER MINE PTY LTD/Mining/PPL 1051, 45 km south west of Borroloola/Northern Territory/Redesign & reconfiguration of Northern Overburden Emplacement Facility, NT",Notification of Variation to Approval,18/12/2020,Yes,No,Success,20147210_18122020_mrmpl_novta,Yes
2020/8771,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Brereton Road, Gunbower/Victoria/Gunbower National Park Floodplain Restoration Project",Decision on Assessment Approach: Accredited Assessment Process,18/12/2020,Yes,No,Success,20208771_18122020_lmuarwc_doaaaap,Yes
2020/8729,"Balmoral Parade Pty Ltd (a related entity of Allam Property Group)/Residential Development/at the foothills of the Illawarra Escarpment to the west of Albion Park, near Wollongong/New South Wales/Tullimbar subdivision, Stage 9, 21 km south-west of Wollongong, NSW",Decision whether action needs approval/Approval Not Required,17/12/2020,Yes,No,Success,20208729_17122020_bpplareoapg_dwanaanr,Yes
2020/8851,"Santos CSG Pty Ltd/Energy Generation and Supply (non-renewable)/50 km north of Injune, Towrie/Queensland/Towrie Gas Development",Suspension of Referral Decision Timeframe Period,17/12/2020,Yes,No,Success,20208851_17122020_scpl_sordtp,Yes
2019/8546,"Public Transport Authority of Western Australia/Transport - Land/63 Lots./Western Australia/Morley-Ellenbrook Rail Line Part 2, WA",Decision on approval of action: Approved with conditions,17/12/2020,Yes,No,Success,20198546_17122020_ptaowa_doaoaawc,Yes
2020/8837,Rye Park Renewable Energy Pty Ltd/Energy Generation and Supply (renewable)/near Yass/New South Wales/Rye Park Wind Farm,Decision on Assessment Approach: Preliminary Documentation,16/12/2020,Yes,No,Success,20208837_16122020_rprepl_doaapd,Yes
2020/8837,Rye Park Renewable Energy Pty Ltd/Energy Generation and Supply (renewable)/near Yass/New South Wales/Rye Park Wind Farm,Decision whether action needs approval/Approval Required,16/12/2020,Yes,No,Success,20208837_16122020_rprepl_dwanaar,Yes
2020/8829,Aquatec Pty Ltd/Aquaculture/near Cooktown/Queensland/Aquatec Pty Ltd prawn farm redevelopment Cooktown,Decision whether action needs approval/Approval Required,16/12/2020,Yes,No,Success,20208829_16122020_apl_dwanaar,Yes
2020/8829,Aquatec Pty Ltd/Aquaculture/near Cooktown/Queensland/Aquatec Pty Ltd prawn farm redevelopment Cooktown,Decision on Assessment Approach: Public Environment Report,16/12/2020,Yes,No,Success,20208829_16122020_apl_doaaper,Yes
2017/8112,"NW INTERCONNECTED POWER PTY LTD/Energy Generation and Supply (renewable)/UCL, Section 91 License LIC 00811/2015_A5683256/Western Australia/Asian Renewable Energy Hub, 220 km east of Port Hedland, Western Australia",Decision on approval of action: Approved with conditions,16/12/2020,Yes,No,Success,20178112_16122020_nippl_doaoaawc,Yes
2019/8601,"ATLAS IRON LIMITED/Mining/Various mining tenements, Pilbara/Western Australia/Miralga Creek Project, Pilbara region, WA",Assessment Process Notice: Extension of time in which to make a decision whether to approve a controlled action,16/12/2020,Yes,No,Success,20198601_16122020_ail_apneotiwtmadwtaaca,Yes
2019/8554,LIGHTSOURCE DEVELOPMENT SERVICES AUSTRALIA PTY LTD/Energy Generation and Supply (renewable)/Lower Wonga/Queensland/Woolooga Solar Farms,Notification of Publication of Preliminary Documentation: Invitation to Comment,15/12/2020,Yes,No,Success,20198554_15122020_ldsapl_nopopditc,Yes
2020/8765,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Murray-Sunset National Park, Old Mail Road, near Mildura/Victoria/Lindsay Island Floodplain Restoration Project, VIC",Statement of Reasons: Decision under section 75,14/12/2020,Yes,No,Success,20208765_14122020_lmuarwc_sordus7,Yes
2020/8662,"Port Arthur Historic Site Management Authority/Tourism and Recreation/16 Degraves and 23 Syme St, South Hobart/Tasmania/Cascades Female Factory History and Interpretation Centre",Final recommendation report completed,14/12/2020,No,No,Not Applicable,Not Applicable,Not Applicable
2017/8121,"Sapphire Solar Farm Pty Ltd/Energy Generation and Supply (renewable)/Multiple/New South Wales/Sapphire Solar Farm Project, 28km east of Inverell, NSW",Notification of Variation to Approval,14/12/2020,Yes,No,Success,20178121_14122020_ssfpl_novta,Yes
2005/2132,GREATER GEELONG CITY COUNCIL/Agriculture and Forestry/Geelong/Victoria/Mosquito Control,Notification of Extension of Period of Effect of Approval,14/12/2020,Yes,No,Success,20052132_14122020_ggcc_noeopoeoa,Yes
2020/8833,"Main Roads Western Australia/Transport - Land/Mitchell Freeway Southbound, between Ocean Reef Road to Hepburn Avenue, Perth/Western Australia/Mitchell Freeway Principal Shared Path Gaps Project Ocean Reef Road to Hepburn Avenue",Decision whether action needs approval/Approval Required,11/12/2020,Yes,No,Success,20208833_11122020_mrwa_dwanaar,Yes
2019/8408,"Orchard Development Management Pty Ltd/Residential Development/Lot 30 on SP309195, South Maclean, Qld/Queensland/Residential Development (Lot30, SP309195) Mountain Ridge Rd, South Maclean, Qld",Decision on approval of action: Approved with conditions,11/12/2020,Yes,No,Success,20198408_11122020_odmpl_doaoaawc,Yes
2020/8749,Fortescue Metals Group Ltd/Mining/Shire of Ashburton/Western Australia/Eliwana Iron Ore Mine,Decision whether action needs approval/Approval Not Required,11/12/2020,Yes,No,Success,20208749_11122020_fmgl_dwanaanr,Yes
2020/8851,"Santos CSG Pty Ltd/Energy Generation and Supply (non-renewable)/50 km north of Injune, Towrie/Queensland/Towrie Gas Development",Invitation for Public Comment on Referral,11/12/2020,Yes,No,Success,20208851_11122020_scpl_ifpcor,Yes
2020/8815,Snowy Monaro Regional Council/Waste Management (sewerage)/Adaminaby/New South Wales/Adaminaby Sewage Treatment Plant Upgrade,Suspension of Referral Decision Timeframe Period,11/12/2020,Yes,No,Success,20208815_11122020_smrc_sordtp,Yes
2020/8645,"EMKC AU Industrial 2 Pty Ltd/Commercial Development/Robinsons Road Employment Area South precinct, Truganina/Victoria/489A Robinsons Road Truganina",Notification of Publication of Final Preliminary Documentation,11/12/2020,Yes,No,Success,20208645_11122020_eai2pl_nopofpd,Yes
2020/8833,"Main Roads Western Australia/Transport - Land/Mitchell Freeway Southbound, between Ocean Reef Road to Hepburn Avenue, Perth/Western Australia/Mitchell Freeway Principal Shared Path Gaps Project Ocean Reef Road to Hepburn Avenue",Decision on Assessment Approach: Preliminary Documentation,11/12/2020,Yes,No,Success,20208833_11122020_mrwa_doaapd,Yes
2019/8574,Australian War Memorial/Commonwealth/Campbell/Australian Capital Territory/Australian War Memorial Redevelopment,Decision on approval of action: Approved with conditions,10/12/2020,Yes,No,Success,20198574_10122020_awm_doaoaawc,Yes
2020/8831,Charters Towers Regional Council/Water Management and Use/the Burdekin River approximately 26 km north of Charters Towers/Queensland/Big Rocks Weir,Invitation for Public Comment on Referral,10/12/2020,Yes,No,Success,20208831_10122020_ctrc_ifpcor,Yes
2020/8750,"Lower Murray Urban and Rural Water Corporation/Water Management and Use/Murray-Sunset National Park, Wallpolla Island, 3490/Victoria/Wallpolla Island Floodplain Restoration Project",Statement of Reasons: Decision under section 75,10/12/2020,Yes,No,Success,20208750_10122020_lmuarwc_sordus7,Yes
2020/8825,"Transport for NSW/Transport - Water/La Perouse and Kurnell on either side of the ocean entrance within Kamay Botany Bay National Park, S/New South Wales/Kamay Ferry Wharves Project",Invitation for Public Comment on Referral,10/12/2020,Yes,No,Success,20208825_10122020_tfn_ifpcor,Yes
